MovieID,Title,Genres,ImdbID,Links,title,year,description,duration,director,writer,stars,ratings
2296,"Night at the Roxbury, A (1998)",Comedy,120770,https://www.imdb.com/title/tt0120770/,A Night at the Roxbury,1998,"Two dim-witted brothers dream of owning their own dance club or at least getting into the coolest and most exclusive club in town, The Roxbury.",1h 22m,['John Fortenberry'],"['Steve Koren', 'Will Ferrell', 'Chris Kattan']","['Chris Kattan', 'Will Ferrell', 'Raquel Gardner']",6.2
2297,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance,120889,https://www.imdb.com/title/tt0120889/,What Dreams May Come,1998,"Chris Nielsen dies in an accident, and enters Heaven. But when he discovers that his beloved wife Annie has killed herself out of grief over the loss, he embarks on an afterlife adventure to reunite with her.",1h 53m,['Vincent Ward'],"['Richard Matheson', 'Ronald Bass']","['Robin Williams', 'Cuba Gooding Jr.', 'Annabella Sciorra']",6.9
2298,Strangeland (1998),Thriller,124102,https://www.imdb.com/title/tt0124102/,Strangeland,1998,A detective pursues a sadist specializing in body modification rituals who lures teenagers through the internet.,1h 25m,['John Pieplow'],['Dee Snider'],"['Kevin Gage', 'Elizabeth Pe̱a', 'Dee Snider']",5.0
2300,"Producers, The (1968)",Comedy,63462,https://www.imdb.com/title/tt0063462/,The Producers,1967,A stage-play producer devises a plan to make money by producing a sure-fire flop.,1h 28m,['Mel Brooks'],['Mel Brooks'],"['Zero Mostel', 'Gene Wilder', 'Dick Shawn']",7.5
2301,History of the World: Part I (1981),Comedy|Musical,82517,https://www.imdb.com/title/tt0082517/,History of the World: Part I,1981,Mel Brooks brings his one-of-a-kind comic touch to the history of mankind covering events from the Old Testament to the French Revolution in a series of episodic comedy vignettes.,1h 32m,['Mel Brooks'],['Mel Brooks'],"['Mel Brooks', 'Gregory Hines', 'Dom DeLuise']",6.8
2302,My Cousin Vinny (1992),Comedy,104952,https://www.imdb.com/title/tt0104952/,My Cousin Vinny,1992,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience.",2h,['Jonathan Lynn'],['Dale Launer'],"['Joe Pesci', 'Marisa Tomei', 'Ralph Macchio']",7.6
2303,Nashville (1975),Drama|Musical,73440,https://www.imdb.com/title/tt0073440/,Nashville,1975,"Over the course of a few hectic days, numerous interrelated people prepare for a political convention.",2h 40m,['Robert Altman'],['Joan Tewkesbury'],"['Keith Carradine', 'Karen Black', 'Ronee Blakley']",7.7
2304,Love Is the Devil (1998),Drama,119577,https://www.imdb.com/title/tt0119577/,Love Is the Devil: Study for a Portrait of Francis Bacon,1998,"Biography of British painter Francis Bacon focuses on his relationship with his lover, George Dyer, a former small time crook.",1h 27m,['John Maybury'],['John Maybury'],"['Derek Jacobi', 'Daniel Craig', 'Tilda Swinton']",6.5
2305,Slam (1998),Drama,139615,https://www.imdb.com/title/tt0139615/,Slam,1998,"Grand Jury Prize, 1998 Sundance Film Festival. A talented youth (Saul Williams) copes with urban crime and despair by competing in poetry slams. Sonja Sohn of ""The Wire"" costars.",1h 40m,['Marc Levin'],"['Marc Levin', 'Richard Stratton', 'Sonja Sohn']","['Saul Williams', 'Sonja Sohn', 'Bonz Malone']",7.0
2306,Holy Man (1998),Comedy,120701,https://www.imdb.com/title/tt0120701/,Holy Man,1998,"Eddie Murphy stars as an over-the-top television evangelist who finds a way to turn television home shopping into a religious experience, and takes America by storm.",1h 54m,['Stephen Herek'],['Tom Schulman'],"['Eddie Murphy', 'Jeff Goldblum', 'Kelly Preston']",4.9
2307,One Tough Cop (1998),Action|Crime,122642,https://www.imdb.com/title/tt0122642/,One Tough Cop,1998,"A detective tries to remain loyal to his partner, and his best friend - a mobster.",1h 30m,['Bruno Barreto'],"['Bo Dietl', 'Ken Gross', 'Jeremy Iacone']","['Stephen Baldwin', 'Chris Penn', 'Gina Gershon']",5.1
2310,"Mighty, The (1998)",Drama,119670,https://www.imdb.com/title/tt0119670/,The Mighty,1998,"Two young boys, both social outcasts in their small town, form an unlikely friendship.",1h 40m,['Peter Chelsom'],"['Rodman Philbrick', 'Charles Leavitt']","['Kieran Culkin', 'Elden Henson', 'Sharon Stone']",7.2
2311,2010 (1984),Sci-Fi,86837,https://www.imdb.com/title/tt0086837/,2010: The Year We Make Contact,1984,"A joint USA-Soviet expedition is sent to Jupiter to learn exactly what happened to the ""Discovery"" and its H.A.L. 9000 computer.",1h 56m,['Peter Hyams'],"['Arthur C. Clarke', 'Peter Hyams']","['Roy Scheider', 'John Lithgow', 'Helen Mirren']",6.7
2312,Children of a Lesser God (1986),Drama,90830,https://www.imdb.com/title/tt0090830/,Children of a Lesser God,1986,"A new speech teacher at a school for the deaf falls in love with the janitor, a deaf woman speechless by choice.",1h 59m,['Randa Haines'],"['Mark Medoff', 'Hesper Anderson', 'James Carrington']","['William Hurt', 'Marlee Matlin', 'Piper Laurie']",7.2
2313,"Elephant Man, The (1980)",Drama,80678,https://www.imdb.com/title/tt0080678/,The Elephant Man,1980,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous fa̤ade, there is revealed a person of kindness, intelligence and sophistication.",2h 4m,['David Lynch'],"['Christopher De Vore', 'Eric Bergren', 'David Lynch']","['Anthony Hopkins', 'John Hurt', 'Anne Bancroft']",8.2
2314,Beloved (1998),Drama,120603,https://www.imdb.com/title/tt0120603/,Beloved,1998,"Based on the book by Toni Morrison, in which a slave is visited by the spirit of a mysterious young woman",2h 52m,['Jonathan Demme'],"['Toni Morrison', 'Akosua Busia', 'Richard LaGravenese']","['Oprah Winfrey', 'Danny Glover', 'Yada Beener']",6.0
2315,Bride of Chucky (1998),Comedy|Horror|Thriller,144120,https://www.imdb.com/title/tt0144120/,Bride of Chucky,1998,"Chucky, the doll possessed by a serial killer, discovers the perfect mate to kill and revive into the body of another doll.",1h 29m,['Ronny Yu'],['Don Mancini'],"['Jennifer Tilly', 'Brad Dourif', 'Katherine Heigl']",5.5
2316,Practical Magic (1998),Drama|Fantasy|Mystery|Romance,120791,https://www.imdb.com/title/tt0120791/,Practical Magic,1998,"Two witch sisters, raised by their eccentric aunts in a small town, face closed-minded prejudice and a curse which threatens to prevent them ever finding lasting love.",1h 44m,['Griffin Dunne'],"['Alice Hoffman', 'Robin Swicord', 'Akiva Goldsman']","['Sandra Bullock', 'Nicole Kidman', 'Stockard Channing']",6.2
2317,"Alarmist, The (1997)",Comedy,119534,https://www.imdb.com/title/tt0119534/,The Alarmist,1997,"Young Tommy Hudler decides to become a security systems salesman, and is an instant success. Everything seems to be going great until he discovers there's more to this business and his boss Heinrich than he previously suspected.",1h 32m,['Evan Dunsky'],"['Keith Reddin', 'Evan Dunsky']","['David Arquette', 'Stanley Tucci', 'Kate Capshaw']",5.2
2318,Happiness (1998),Comedy|Drama,147612,https://www.imdb.com/title/tt0147612/,Happiness,1998,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection.",2h 14m,['Todd Solondz'],['Todd Solondz'],"['Jane Adams', 'Jon Lovitz', 'Philip Seymour Hoffman']",7.7
2320,Apt Pupil (1998),Drama|Thriller,118636,https://www.imdb.com/title/tt0118636/,Apt Pupil,1998,A boy blackmails his neighbor after suspecting him to be a Nazi war criminal.,1h 51m,['Bryan Singer'],"['Stephen King', 'Brandon Boyce']","['Ian McKellen', 'Brad Renfro', 'Joshua Jackson']",6.7
2321,Pleasantville (1998),Comedy|Drama|Fantasy,120789,https://www.imdb.com/title/tt0120789/,Pleasantville,1998,"Two 1990s teenage siblings find themselves in a 1950s sitcom, where their influence begins to profoundly change that complacent world.",2h 4m,['Gary Ross'],['Gary Ross'],"['Tobey Maguire', 'Jeff Daniels', 'Joan Allen']",7.5
2322,Soldier (1998),Action|Sci-Fi|War,120157,https://www.imdb.com/title/tt0120157/,Soldier,1998,"A soldier trained from birth is deemed obsolete and dumped on a waste planet where he is reluctantly taken in by a community of defenseless, stranded wayfarers.",1h 39m,['Paul W.S. Anderson'],['David Webb Peoples'],"['Kurt Russell', 'Jason Scott Lee', 'Jason Isaacs']",6.0
2323,"Cruise, The (1998)",Documentary,150230,https://www.imdb.com/title/tt0150230/,The Cruise,1998,"Timothy ""Speed"" Levitch, an eccentric New York City tour bus guide Timothy, takes tourists around the island of Manhattan and shares an archive of beautifully distorted information about the city.",1h 16m,['Bennett Miller'],[],"[""Timothy 'Speed' Levitch""]",7.6
2324,Life Is Beautiful (La Vita ̬ bella) (1997),Comedy|Drama|Romance|War,118799,https://www.imdb.com/title/tt0118799/,Life Is Beautiful,1997,"When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp.",1h 56m,['Roberto Benigni'],"['Vincenzo Cerami', 'Roberto Benigni']","['Roberto Benigni', 'Nicoletta Braschi', 'Giorgio Cantarini']",8.6
2325,Orgazmo (1997),Comedy,124819,https://www.imdb.com/title/tt0124819/,Orgazmo,1997,Naive young Mormon Joe Young is recruited to act in porn movies.,1h 34m,['Trey Parker'],"['Trey Parker', 'Matt Stone']","['Trey Parker', 'Dian Bachar', 'Robyn Lynne Raab']",6.1
2326,Shattered Image (1998),Drama|Thriller,143874,https://www.imdb.com/title/tt0143874/,Shattered Image,1998,"Jessie, a cool assassin on a mission, dreams she is a traumatized, paranoid rape victim on her honeymoon. This Jessie dreams that she is a cool assassin on a mission.",1h 42m,['Ra̼l Ruiz'],['Duane Poole'],"['Anne Parillaud', 'William Baldwin', 'Lisanne Falk']",4.8
2327,Tales from the Darkside: The Movie (1990),Fantasy|Horror|Thriller,100740,https://www.imdb.com/title/tt0100740/,Tales from the Darkside: The Movie,1990,A young boy tells three stories of horror to distract a witch who plans to eat him.,1h 33m,['John Harrison'],"['Michael McDowell', 'Arthur Conan Doyle', 'Stephen King']","['Debbie Harry', 'Matthew Lawrence', 'Christian Slater']",6.2
2328,Vampires (1998),Horror|Western,120877,https://www.imdb.com/title/tt0120877/,Vampires,1998,"Recovering from an ambush that killed his entire team, a vengeful vampire slayer must retrieve an ancient Catholic relic that, should it be acquired by vampires, will allow them to walk in sunlight.",1h 48m,['John Carpenter'],"['John Steakley', 'Don Jakoby']","['James Woods', 'Daniel Baldwin', 'Sheryl Lee']",6.1
2329,American History X (1998),Crime|Drama,120586,https://www.imdb.com/title/tt0120586/,American History X,1998,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.,1h 59m,['Tony Kaye'],['David McKenna'],"['Edward Norton', 'Edward Furlong', ""Beverly D'Angelo""]",8.5
2330,Hands on a Hard Body (1996),Comedy|Documentary,116481,https://www.imdb.com/title/tt0116481/,Hands on a Hardbody: The Documentary,1997,"Twenty-four contestants compete in an endurance/sleep deprivation contest in order to win a brand new Nissan Hardbody truck. The last person to remain standing with his or her hand on the truck wins. An absurd marketing gimmick at first glance, the contest proves to be much more...",1h 38m,['S.R. Bindler'],[],"['Sid Allen', 'Brent Baskin', 'Greg Cox']",7.6
2331,Living Out Loud (1998),Comedy|Drama|Romance,120722,https://www.imdb.com/title/tt0120722/,Living Out Loud,1998,"Judith Nelson quit her medical studies to marry. Years later, her husband, a physician, divorces her to be with another doctor. Deeply frustrated, she now lives alone in her luxury apartment in New York, looking for a new meaning for her life. Pat Francato, the janitor and lift-boy, has a troubled life himself: Gambling debts and the tragic death of his daughter took ... Read all",1h 40m,['Richard LaGravenese'],['Richard LaGravenese'],"['Holly Hunter', 'Danny DeVito', 'Queen Latifah']",6.6
2332,Belly (1998),Crime|Drama,158493,https://www.imdb.com/title/tt0158493/,Belly,1998,Two young friends involved in organized crime and drug dealing find that their priorities differ.,1h 36m,['Hype Williams'],"['Anthony Bodden', 'Nas', 'Hype Williams']","['Nas', 'DMX', 'Taral Hicks']",6.1
2333,Gods and Monsters (1998),Drama,120684,https://www.imdb.com/title/tt0120684/,Gods and Monsters,1998,The last days of Frankenstein (1931) director James Whale are explored.,1h 45m,['Bill Condon'],"['Christopher Bram', 'Bill Condon']","['Ian McKellen', 'Brendan Fraser', 'Lynn Redgrave']",7.4
2334,"Siege, The (1998)",Action|Thriller,133952,https://www.imdb.com/title/tt0133952/,The Siege,1998,"The secret U.S. abduction of a suspected terrorist leads to a wave of terrorist attacks in New York City, which leads to the declaration of martial-law.",1h 56m,['Edward Zwick'],"['Lawrence Wright', 'Menno Meyjes', 'Edward Zwick']","['Denzel Washington', 'Bruce Willis', 'Annette Bening']",6.3
2335,"Waterboy, The (1998)",Comedy,120484,https://www.imdb.com/title/tt0120484/,The Waterboy,1998,A waterboy for a college football team discovers he has a unique tackling ability and becomes a member of the team.,1h 30m,['Frank Coraci'],"['Tim Herlihy', 'Adam Sandler']","['Adam Sandler', 'Kathy Bates', 'Henry Winkler']",6.1
2336,Elizabeth (1998),Drama,127536,https://www.imdb.com/title/tt0127536/,Elizabeth,1998,The early years of the reign of Elizabeth I of England and her difficult task of learning what is necessary to be a monarch.,2h 4m,['Shekhar Kapur'],['Michael Hirst'],"['Cate Blanchett', 'Liz Giles', 'Rod Culbertson']",7.4
2337,Velvet Goldmine (1998),Drama,120879,https://www.imdb.com/title/tt0120879/,Velvet Goldmine,1998,"In 1984, British journalist Arthur Stuart investigates the career of 1970s glam superstar Brian Slade, who was heavily influenced in his early years by hard-living and rebellious American singer Curt Wild.",1h 58m,['Todd Haynes'],"['James Lyons', 'Todd Haynes']","['Ewan McGregor', 'Jonathan Rhys Meyers', 'Christian Bale']",6.9
2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,130018,https://www.imdb.com/title/tt0130018/,I Still Know What You Did Last Summer,1998,"The murderous fisherman with a hook is back to once again stalk the two surviving teens, Julie and Ray, who had left him for dead, as well as cause even more murder and mayhem, this time at a posh island resort.",1h 40m,['Danny Cannon'],"['Lois Duncan', 'Trey Callaway']","['Jennifer Love Hewitt', 'Freddie Prinze Jr.', 'Brandy Norwood']",4.7
2339,I'll Be Home For Christmas (1998),Comedy|Romance,155753,https://www.imdb.com/title/tt0155753/,I'll Be Home for Christmas,1998,"A college student faces an impossible journey when he is left stranded in the desert, thousands of miles from home, with no money and only a few days left until Christmas.",1h 26m,['Arlene Sanford'],"['Tom Nursall', 'Harris Goldberg', 'Michael Allin']","['Jonathan Taylor Thomas', 'Jessica Biel', 'Adam LaVorgna']",5.5
2340,Meet Joe Black (1998),Romance,119643,https://www.imdb.com/title/tt0119643/,Meet Joe Black,1998,"Death, who takes the form of a young man, asks a media mogul to act as a guide to teach him about life on Earth, and in the process, he falls in love with his guide's daughter.",2h 58m,['Martin Brest'],"['Ron Osborn', 'Jeff Reno', 'Kevin Wade']","['Brad Pitt', 'Anthony Hopkins', 'Claire Forlani']",7.2
2341,Dancing at Lughnasa (1998),Drama,120643,https://www.imdb.com/title/tt0120643/,Dancing at Lughnasa,1998,Five unmarried sisters make the most of their simple existence in rural Ireland in the 1930s.,1h 35m,"[""Pat O'Connor""]","['Brian Friel', 'Frank McGuinness', 'William Butler Yeats']","['Meryl Streep', 'Michael Gambon', 'Gerard McSorley']",6.3
2342,Hard Core Logo (1996),Comedy|Drama,116488,https://www.imdb.com/title/tt0116488/,Hard Core Logo,1996,"A group of washed-up Canadian punk rockers get back together for a road trip in memory of a dear friend who was supposedly shot, or so rumors imply. As they travel, they ignore the underlying psychological darkness within each other.",1h 32m,['Bruce McDonald'],"['Noel S. Baker', 'Michael Turner']","['Hugh Dillon', 'Callum Keith Rennie', 'John Pyper-Ferguson']",7.3
